year,month,day,hour,DEWP,TEMP,PRES,Iws,Is,Ir,season,time_of_day,wind_NE,wind_NW,wind_SE,wind_cv,temp_dewp_gap,wind_pressure,precip_total,is_heating_season,cluster,air_quality,pm2.5
2012,2,3,1,-24,-14.0,1030.0,4.02,0,0,0,0,0,1,0,0,10.0,4140.599999999999,0,1,2,Moderate,61.0
2014,6,16,8,20,24.0,1003.0,0.89,0,0,2,1,0,0,0,1,4.0,892.67,0,0,4,Very_Unhealthy,164.0
2014,8,29,2,19,20.0,1016.0,4.02,0,0,2,0,0,0,1,0,1.0,4084.32,0,0,1,Unhealthy_Sensitive,80.0
2013,9,7,9,15,23.0,1018.0,10.28,0,0,3,1,0,1,0,0,8.0,10465.04,0,0,0,Unhealthy_Sensitive,101.0
2014,11,1,6,5,6.0,1019.0,0.89,0,0,3,0,1,0,0,0,1.0,906.91,0,1,5,Good,24.0
2011,9,29,13,1,22.0,1018.0,52.09,0,0,3,2,0,1,0,0,21.0,53027.62,0,0,3,Good,19.0
2010,3,30,4,6,7.0,1018.0,8.05,0,0,1,0,0,0,1,0,1.0,8194.900000000001,0,1,2,Very_Unhealthy,248.0
2012,3,19,5,-2,0.0,1027.0,1.78,0,0,1,0,0,1,0,0,2.0,1828.06,0,1,2,Unhealthy_Sensitive,100.0
2012,3,30,17,-18,11.0,1020.0,52.09,0,0,1,2,0,1,0,0,29.0,53131.8,0,1,3,Good,19.0
2012,5,29,15,13,21.0,1010.0,5.81,0,0,1,2,0,1,0,0,8.0,5868.099999999999,0,0,0,Unhealthy_Sensitive,76.0
2013,1,14,16,-6,-1.0,1029.0,12.96,0,0,0,2,0,0,1,0,5.0,13335.84,0,1,2,Hazardous,267.0
2013,4,28,19,-5,19.0,1010.0,12.96,0,0,1,3,0,1,0,0,24.0,13089.6,0,0,0,Moderate,74.0
2014,7,23,11,16,29.0,1004.0,8.94,0,0,2,1,0,1,0,0,13.0,8975.76,0,0,0,Good,19.0
2014,1,16,21,-5,-1.0,1031.0,0.89,0,0,0,3,0,0,0,1,4.0,917.59,0,1,2,Hazardous,283.5
2011,11,19,5,-6,4.0,1021.0,15.2,0,0,3,0,0,1,0,0,10.0,15519.2,0,1,0,Good,13.0
2014,6,7,17,10,29.0,1001.0,3.13,0,0,2,2,1,0,0,0,19.0,3133.13,0,0,5,Good,6.0
2013,12,11,5,-18,-4.0,1022.0,1.79,0,0,0,0,0,0,1,0,14.0,1829.38,0,1,2,Good,11.0
2010,7,12,12,21,24.0,1007.0,1.79,0,0,2,1,0,0,1,0,3.0,1802.53,0,0,1,Unhealthy_Sensitive,100.0
2011,10,18,1,7,9.0,1025.0,0.89,0,0,3,0,0,0,0,1,2.0,912.25,0,0,4,Unhealthy_Sensitive,78.0
2013,10,27,21,4,8.0,1017.0,0.89,0,0,3,3,0,0,1,0,4.0,905.13,0,0,1,Hazardous,283.5
2010,2,26,9,-6,1.0,1022.0,0.89,0,0,0,1,0,0,0,1,7.0,909.58,0,1,2,Moderate,75.0
2011,7,16,10,18,28.0,1006.0,5.35,0,0,2,1,0,0,0,1,10.0,5382.099999999999,0,0,4,Moderate,52.0
2012,5,17,2,-1,17.0,1002.0,52.09,0,0,1,0,0,1,0,0,18.0,52194.18,0,0,3,Moderate,36.0
2014,1,21,4,-22,-4.0,1035.0,52.09,0,0,0,0,0,1,0,0,18.0,53913.15,0,1,3,Good,16.0
2014,7,25,0,19,21.0,1007.0,2.68,0,0,2,0,1,0,0,0,2.0,2698.76,0,0,5,Unhealthy,136.0
2012,3,5,15,-6,3.0,1011.0,11.63,0,0,1,2,0,1,0,0,9.0,11757.93,0,1,2,Unhealthy,130.0
2014,7,22,20,16,28.0,1006.0,3.13,0,0,2,3,0,1,0,0,12.0,3148.78,0,0,0,Good,12.0
2014,9,10,17,14,28.0,1013.0,21.9,0,0,3,2,0,0,1,0,14.0,22184.7,0,0,1,Moderate,36.0
2011,9,3,19,19,23.0,1013.0,39.78,0,0,3,3,0,0,1,0,4.0,40297.14,0,0,1,Unhealthy_Sensitive,105.0
2010,4,6,16,-17,16.0,1023.0,18.77,0,0,1,2,0,1,0,0,33.0,19201.71,0,0,3,Good,17.0
2012,6,15,16,10,29.0,1005.0,8.05,0,0,2,2,1,0,0,0,19.0,8090.250000000001,0,0,5,Good,6.0
2013,8,29,2,20,22.0,999.0,1.78,0,0,2,0,0,0,0,1,2.0,1778.22,0,0,4,Unhealthy_Sensitive,113.0
2010,1,5,21,-24,-18.0,1033.0,16.55,0,0,0,3,0,1,0,0,6.0,17096.15,0,1,2,Unhealthy_Sensitive,106.0
2013,5,18,17,13,23.0,1003.0,52.09,0,0,1,2,0,0,1,0,10.0,52246.27,0,0,1,Unhealthy_Sensitive,86.0
2013,6,6,17,19,20.0,1008.0,1.78,0,0,2,2,0,0,0,1,1.0,1794.24,0,0,4,Very_Unhealthy,173.0
2012,7,19,8,23,25.0,1007.0,8.95,0,0,2,1,0,0,1,0,2.0,9012.65,0,0,1,Unhealthy,126.0
2011,2,20,2,-7,-4.0,1026.0,0.89,0,0,0,0,1,0,0,0,3.0,913.14,0,1,5,Hazardous,283.5
2011,12,4,10,-5,-1.0,1030.0,1.78,0,0,0,1,0,0,0,1,4.0,1833.4,0,1,2,Moderate,54.0
2014,4,10,22,0,14.0,1021.0,2.67,0,0,1,3,0,0,0,1,14.0,2726.07,0,0,4,Moderate,72.0
2012,11,3,5,7,7.0,1020.0,0.89,0,0,3,0,1,0,0,0,0.0,907.8,0,1,5,Very_Unhealthy,194.0
2013,4,22,1,4,11.0,1016.0,52.09,0,0,1,0,0,0,1,0,7.0,52923.44,0,0,1,Unhealthy_Sensitive,114.0
2011,7,18,16,20,29.0,1003.0,2.67,0,0,2,2,0,0,0,1,9.0,2678.01,0,0,4,Unhealthy,128.0
2010,1,24,9,-13,-7.0,1020.0,0.89,0,0,0,1,0,0,0,1,6.0,907.8,0,1,2,Moderate,72.0
2012,5,31,13,8,27.0,1016.0,8.94,0,0,1,2,0,0,1,0,19.0,9083.04,0,0,1,Moderate,53.0
2010,12,4,15,-10,7.0,1009.0,1.78,0,0,0,2,0,0,0,1,17.0,1796.02,0,1,4,Unhealthy,121.0
2012,9,7,17,17,23.0,1015.0,20.11,0,0,3,2,0,0,1,0,6.0,20411.65,0,0,1,Good,32.0
2011,7,18,11,21,26.0,1006.0,0.89,0,0,2,1,0,0,0,1,5.0,895.34,0,0,4,Unhealthy_Sensitive,76.0
2012,8,22,12,3,27.0,1017.0,3.56,0,0,2,1,0,0,0,1,24.0,3620.52,0,0,4,Good,6.0
2010,2,24,18,0,8.0,1005.0,4.92,0,0,0,2,0,0,1,0,8.0,4944.6,0,1,2,Hazardous,283.5
2013,12,18,0,-21,-5.0,1037.0,42.92,0,0,0,0,1,0,0,0,16.0,44508.04,0,1,3,Good,12.0
2010,8,4,2,21,26.0,1001.0,3.57,0,0,2,0,1,0,0,0,5.0,3573.57,0,0,5,Very_Unhealthy,199.0
2012,12,15,14,0,3.0,1023.0,4.01,0,0,0,2,0,0,0,1,3.0,4102.23,0,1,2,Hazardous,283.5
2010,12,3,16,-12,3.0,1019.0,1.79,0,0,0,2,1,0,0,0,15.0,1824.01,0,1,5,Moderate,71.0
2012,3,7,7,-13,2.0,1022.0,9.84,0,0,1,1,0,1,0,0,15.0,10056.48,0,1,2,Good,11.0
2013,10,1,7,16,18.0,1016.0,3.13,0,0,3,1,0,1,0,0,2.0,3180.08,0,0,0,Unhealthy,134.0
2014,5,22,16,9,34.0,1005.0,36.21,0,0,1,2,0,0,1,0,25.0,36391.05,0,0,1,Moderate,50.0
2010,1,7,0,-21,-16.0,1035.0,8.95,0,0,0,0,0,1,0,0,5.0,9263.25,0,1,2,Unhealthy,127.0
2013,12,29,6,-24,-3.0,1021.0,32.17,0,0,0,0,0,1,0,0,21.0,32845.57,0,1,3,Good,24.0
2012,9,11,6,19,20.0,1012.0,0.89,0,0,3,0,0,0,1,0,1.0,900.6800000000001,0,0,1,Unhealthy,123.0
2011,3,10,18,-15,13.0,1019.0,32.19,0,0,1,2,0,1,0,0,28.0,32801.61,0,1,3,Good,9.0
2013,6,18,19,13,30.0,996.0,46.49,0,0,2,3,0,0,1,0,17.0,46304.04,0,0,1,Moderate,45.0
2012,9,14,13,5,25.0,1017.0,1.79,0,0,3,2,0,1,0,0,20.0,1820.43,0,0,0,Good,8.0
2011,2,19,14,-10,11.0,1023.0,1.79,0,0,0,2,0,0,1,0,21.0,1831.17,0,1,2,Unhealthy,127.0
2012,2,29,20,-6,0.0,1020.0,0.45,0,0,0,3,0,0,0,1,6.0,459.0,0,1,2,Hazardous,283.5
2011,12,25,23,-14,-7.0,1036.0,3.58,0,0,0,3,0,1,0,0,7.0,3708.88,0,1,2,Unhealthy,147.0
2011,10,1,18,0,16.0,1024.0,4.92,0,0,3,2,0,0,1,0,16.0,5038.08,0,0,1,Good,26.0
2013,9,11,6,10,13.0,1015.0,3.13,0,0,3,0,0,1,0,0,3.0,3176.95,0,0,0,Good,26.0
2012,11,11,17,-11,5.0,1015.0,52.09,0,0,3,2,0,1,0,0,16.0,52871.350000000006,0,1,3,Good,12.0
2013,4,12,8,-7,10.0,1016.0,0.89,0,0,1,1,0,0,0,1,17.0,904.24,0,0,4,Moderate,64.0
2013,7,28,22,19,29.0,1000.0,17.88,0,0,2,3,0,0,1,0,10.0,17880.0,0,0,1,Good,33.0
2013,11,5,6,0,7.0,1022.0,0.89,0,0,3,0,0,0,0,1,7.0,909.58,0,1,4,Unhealthy,142.0
2014,10,29,13,4,16.0,1024.0,2.67,0,0,3,2,0,0,0,1,12.0,2734.08,0,0,4,Unhealthy_Sensitive,108.0
2011,6,24,21,15,25.0,1011.0,11.17,0,0,2,3,0,1,0,0,10.0,11292.87,0,0,0,Moderate,45.0
2011,11,10,8,-2,4.0,1022.0,20.12,0,0,3,1,0,1,0,0,6.0,20562.64,0,1,0,Moderate,40.0
2010,2,9,17,-11,3.0,1024.0,1.79,0,0,0,2,0,0,1,0,14.0,1832.96,0,1,2,Moderate,54.0
2013,10,21,16,-1,18.0,1021.0,16.09,0,0,3,2,0,0,1,0,19.0,16427.89,0,0,1,Moderate,72.0
2014,4,17,5,4,12.0,1011.0,0.89,0,0,1,0,0,0,0,1,8.0,899.79,0,0,4,Unhealthy,124.0
2011,2,18,17,-8,5.0,1024.0,12.52,0,0,0,2,0,0,1,0,13.0,12820.48,0,1,2,Very_Unhealthy,206.0
2013,3,1,3,-26,-2.0,1029.0,52.09,0,0,1,0,0,1,0,0,24.0,53600.61,0,1,3,Good,6.0
2014,2,3,3,-28,0.0,1025.0,0.89,0,0,0,0,0,0,0,1,28.0,912.25,0,1,2,Good,9.0
2011,12,22,15,-20,2.0,1030.0,52.09,0,0,0,2,0,1,0,0,22.0,53652.7,0,1,3,Good,15.0
2014,12,27,4,-11,-6.0,1030.0,8.95,0,0,0,0,0,1,0,0,5.0,9218.5,0,1,2,Very_Unhealthy,225.0
2013,7,28,6,21,23.0,1000.0,9.39,0,0,2,0,0,1,0,0,2.0,9390.0,0,0,0,Unhealthy_Sensitive,89.0
2014,2,24,8,-5,2.0,1029.0,0.89,0,0,0,1,0,0,0,1,7.0,915.81,0,1,2,Hazardous,283.5
2014,6,12,11,13,33.0,1006.0,2.68,0,0,2,1,0,0,0,1,20.0,2696.0800000000004,0,0,4,Good,23.0
2013,9,22,7,16,18.0,1016.0,1.79,0,0,3,1,0,0,1,0,2.0,1818.64,0,0,1,Moderate,67.0
2014,8,7,13,15,33.0,1009.0,1.79,0,0,2,2,0,0,0,1,18.0,1806.11,0,0,4,Moderate,41.0
2011,6,18,6,19,20.0,1008.0,1.78,0,0,2,0,1,0,0,0,1.0,1794.24,0,0,5,Very_Unhealthy,244.0
2014,10,11,21,5,18.0,1026.0,35.31,0,0,3,3,0,1,0,0,13.0,36228.060000000005,0,0,0,Good,5.0
2013,2,10,2,-15,-6.0,1028.0,3.58,0,0,0,0,0,1,0,0,9.0,3680.24,0,1,2,Very_Unhealthy,209.0
2014,12,13,21,-14,-6.0,1027.0,0.89,0,0,0,3,1,0,0,0,8.0,914.03,0,1,5,Unhealthy_Sensitive,86.0
2011,1,6,8,-20,-9.0,1040.0,52.09,0,0,0,1,0,1,0,0,11.0,54173.600000000006,0,1,3,Good,9.0
2014,10,7,19,12,14.0,1019.0,1.34,0,0,3,3,0,0,0,1,2.0,1365.46,0,0,4,Very_Unhealthy,220.0
2011,9,4,8,19,21.0,1015.0,4.02,0,0,3,1,0,1,0,0,2.0,4080.3,0,0,0,Unhealthy_Sensitive,83.0
2014,9,7,12,20,27.0,1008.0,5.37,0,0,3,1,0,0,1,0,7.0,5412.96,0,0,1,Very_Unhealthy,176.0
2014,8,2,17,24,34.0,1001.0,6.71,0,0,2,2,0,0,1,0,10.0,6716.71,0,0,1,Unhealthy_Sensitive,104.0
2011,12,1,20,-4,-1.0,1027.0,1.79,0,0,0,3,0,0,1,0,3.0,1838.33,0,1,2,Very_Unhealthy,209.0
2010,2,26,1,-7,0.0,1020.0,52.09,0,0,0,0,0,0,1,0,7.0,53131.8,0,1,3,Moderate,46.0
2014,4,1,18,-5,22.0,1008.0,20.56,0,0,1,2,0,0,1,0,27.0,20724.48,0,0,1,Moderate,48.0
2014,2,5,13,-16,1.0,1028.0,4.45,0,0,0,2,0,0,0,1,17.0,4574.6,0,1,2,Unhealthy_Sensitive,96.0
2010,11,30,11,-1,0.0,1020.0,1.78,0,0,3,1,0,0,0,1,1.0,1815.6,0,1,4,Very_Unhealthy,240.0
2014,1,26,4,-9,-2.0,1033.0,3.58,0,0,0,0,0,0,1,0,7.0,3698.14,0,1,2,Good,23.0
2013,7,12,5,20,21.0,1006.0,0.89,0,0,2,0,0,1,0,0,1.0,895.34,0,0,0,Moderate,71.0
2013,9,13,4,16,19.0,1007.0,6.71,0,0,3,0,0,0,1,0,3.0,6756.97,0,0,1,Moderate,59.0
2013,9,24,12,-2,20.0,1022.0,21.45,0,0,3,1,0,1,0,0,22.0,21921.9,0,0,0,Good,11.0
2014,12,17,22,-14,-3.0,1030.0,2.67,0,0,0,3,0,0,0,1,11.0,2750.1,0,1,2,Very_Unhealthy,225.0
2010,2,15,10,-23,-5.0,1038.0,12.07,0,0,0,1,0,1,0,0,18.0,12528.66,0,1,2,Good,25.0
2014,10,29,18,7,12.0,1023.0,0.89,0,0,3,2,0,0,1,0,5.0,910.47,0,0,1,Very_Unhealthy,158.0
2013,8,26,0,17,24.0,1004.0,2.67,0,0,2,0,0,0,0,1,7.0,2680.68,0,0,4,Moderate,51.0
2011,7,6,22,21,29.0,996.0,34.43,0,0,2,3,0,0,1,0,8.0,34292.28,0,0,1,Very_Unhealthy,179.0
2010,2,27,14,-4,0.0,1018.0,3.58,0,0,0,2,0,0,1,0,4.0,3644.44,0,1,2,Unhealthy_Sensitive,95.0
2014,5,1,18,4,22.0,1006.0,16.09,0,0,1,2,0,1,0,0,18.0,16186.54,0,0,0,Unhealthy,130.0
2013,5,3,22,7,17.0,1016.0,25.03,0,0,1,3,0,0,1,0,10.0,25430.48,0,0,1,Unhealthy_Sensitive,77.0
2011,12,21,2,-13,-8.0,1028.0,1.78,0,0,0,0,0,0,0,1,5.0,1829.84,0,1,2,Unhealthy_Sensitive,81.0
2010,3,6,14,-18,1.0,1032.0,4.92,0,0,1,2,0,0,0,1,19.0,5077.44,0,1,2,Moderate,65.0
2014,11,2,2,-11,10.0,1022.0,52.09,0,0,3,0,0,1,0,0,21.0,53235.98,0,1,3,Good,6.0
2013,1,14,20,-4,-2.0,1029.0,22.8,0,0,0,3,0,0,1,0,2.0,23461.2,0,1,2,Hazardous,282.0
2011,6,26,5,15,19.0,1007.0,9.83,0,0,2,0,0,1,0,0,4.0,9898.81,0,0,0,Unhealthy_Sensitive,87.0
2011,9,8,19,16,18.0,1014.0,0.89,0,0,3,3,1,0,0,0,2.0,902.46,0,0,5,Moderate,58.0
2014,8,30,11,21,24.0,1015.0,1.79,0,0,2,1,1,0,0,0,3.0,1816.85,0,0,5,Very_Unhealthy,173.0
2014,2,28,17,-9,6.0,1023.0,1.79,0,0,0,2,0,0,1,0,15.0,1831.17,0,1,2,Unhealthy_Sensitive,84.0
2014,1,16,20,-6,-1.0,1030.0,13.87,0,0,0,3,0,0,1,0,5.0,14286.1,0,1,2,Hazardous,283.5
2012,1,26,22,-16,-7.0,1021.0,3.13,0,0,0,3,0,1,0,0,9.0,3195.73,0,1,2,Very_Unhealthy,227.0
2013,9,19,19,18,23.0,1012.0,17.43,0,0,3,3,0,0,1,0,5.0,17639.16,0,0,1,Unhealthy,121.0
2012,9,16,23,13,14.0,1018.0,0.89,0,0,3,3,0,0,0,1,1.0,906.02,0,0,4,Moderate,58.0
2014,9,3,0,16,18.0,1012.0,0.45,0,0,3,0,0,0,0,1,2.0,455.4,0,0,4,Good,10.0
2010,11,17,22,-2,0.0,1022.0,0.89,0,0,3,3,1,0,0,0,2.0,909.58,0,1,5,Hazardous,283.5
2012,9,19,8,12,17.0,1010.0,3.13,0,0,3,1,0,1,0,0,5.0,3161.3,0,0,0,Good,27.0
2014,4,25,8,10,18.0,1017.0,4.92,0,0,1,1,0,0,1,0,8.0,5003.64,0,0,1,Unhealthy,135.0
2010,1,19,3,-5,-1.0,1023.0,8.5,0,0,0,0,0,1,0,0,4.0,8695.5,0,1,2,Hazardous,274.0
2011,10,31,15,12,15.0,1022.0,1.78,0,0,3,2,0,0,0,1,3.0,1819.16,0,0,4,Very_Unhealthy,202.0
2010,10,31,9,1,11.0,1026.0,25.05,0,0,3,1,0,1,0,0,10.0,25701.3,0,0,0,Moderate,47.0
2013,11,1,22,3,9.0,1024.0,0.89,0,0,3,3,0,0,0,1,6.0,911.36,0,1,4,Very_Unhealthy,209.0
2012,3,23,20,-9,5.0,1017.0,0.89,0,0,1,3,0,0,0,1,14.0,905.13,0,1,2,Good,10.0
2013,12,17,12,-19,2.0,1033.0,4.92,0,0,0,1,0,1,0,0,21.0,5082.36,0,1,2,Good,19.0
2010,3,31,22,-10,10.0,1018.0,46.48,0,0,1,3,0,1,0,0,20.0,47316.64,0,1,3,Moderate,71.0
2013,5,24,9,12,27.0,1012.0,6.26,0,0,1,1,1,0,0,0,15.0,6335.12,0,0,5,Unhealthy,131.0
2010,11,25,20,-10,-2.0,1024.0,4.47,0,0,3,3,1,0,0,0,8.0,4577.28,0,1,5,Unhealthy_Sensitive,104.0
2013,10,19,17,-4,17.0,1025.0,52.09,0,0,3,2,0,1,0,0,21.0,53392.25,0,0,3,Good,12.0
2011,12,25,2,-14,-8.0,1030.0,0.45,0,0,0,0,0,0,0,1,6.0,463.5,0,1,2,Unhealthy_Sensitive,99.0
2012,11,17,17,-5,7.0,1019.0,5.37,0,0,3,2,0,0,1,0,12.0,5472.03,0,1,1,Moderate,69.0
2012,11,6,5,-3,3.0,1022.0,3.13,0,0,3,0,0,1,0,0,6.0,3198.86,0,1,0,Moderate,50.0
2014,2,25,20,-5,3.0,1025.0,1.79,0,0,0,3,0,1,0,0,8.0,1834.75,0,1,2,Hazardous,283.5
2010,8,29,13,19,31.0,1007.0,3.58,0,0,2,2,0,0,1,0,12.0,3605.06,0,0,1,Unhealthy_Sensitive,110.0
2013,6,9,9,16,18.0,1010.0,9.39,0,0,2,1,0,1,0,0,2.0,9483.9,0,0,0,Good,14.0
2010,7,1,17,19,23.0,1000.0,7.15,0,0,2,2,1,0,0,0,4.0,7150.0,0,0,5,Good,28.0
2014,8,7,21,17,27.0,1009.0,27.71,0,0,2,3,0,0,1,0,10.0,27959.39,0,0,1,Moderate,48.0
2014,5,31,0,13,24.0,1008.0,52.09,0,0,1,0,0,0,1,0,11.0,52506.72,0,0,1,Moderate,72.0
2014,9,4,22,17,24.0,1006.0,1.79,0,0,3,3,0,0,1,0,7.0,1800.74,0,0,1,Moderate,49.0
2011,7,6,23,17,25.0,996.0,4.92,0,0,2,3,0,1,0,0,8.0,4900.32,0,0,0,Unhealthy,121.0
2011,7,15,13,22,29.0,1006.0,3.58,0,0,2,2,0,0,1,0,7.0,3601.48,0,0,1,Unhealthy_Sensitive,83.0
2014,1,28,15,-11,5.0,1027.0,25.48,0,0,0,2,0,0,1,0,16.0,26167.96,0,1,2,Moderate,65.0
2013,2,17,12,-16,5.0,1020.0,8.05,0,0,0,1,0,1,0,0,21.0,8211.0,0,1,2,Moderate,74.0
2013,2,15,11,-22,2.0,1029.0,1.78,0,0,0,1,0,0,0,1,24.0,1831.62,0,1,2,Good,26.0
2010,11,10,9,-2,3.0,1019.0,0.89,0,0,3,1,0,0,0,1,5.0,906.91,0,1,4,Unhealthy_Sensitive,80.0
2012,10,8,19,14,17.0,1016.0,13.86,0,0,3,3,0,0,1,0,3.0,14081.76,0,0,1,Hazardous,283.5
2014,1,24,4,-12,-2.0,1015.0,12.97,0,0,0,0,0,1,0,0,10.0,13164.55,0,1,2,Hazardous,270.0
2012,6,6,7,14,23.0,1002.0,2.23,0,0,2,1,0,0,0,1,9.0,2234.46,0,0,4,Unhealthy,148.0
2011,8,28,14,19,29.0,1009.0,4.92,0,0,2,2,0,1,0,0,10.0,4964.28,0,0,0,Unhealthy_Sensitive,89.0
2011,7,13,8,22,24.0,1006.0,33.09,0,0,2,1,0,0,1,0,2.0,33288.54,0,0,1,Unhealthy_Sensitive,97.0
2011,6,12,21,13,27.0,1006.0,17.44,0,0,2,3,0,0,1,0,14.0,17544.640000000003,0,0,1,Moderate,39.0
2012,12,31,16,-17,0.0,1016.0,4.92,0,0,0,2,0,0,1,0,17.0,4998.72,0,1,2,Moderate,54.0
2011,10,30,16,9,13.0,1021.0,12.08,0,0,3,2,0,0,1,0,4.0,12333.68,0,0,1,Very_Unhealthy,181.0
2014,5,30,18,13,31.0,1005.0,41.56,0,0,1,2,0,0,1,0,18.0,41767.8,0,0,1,Unhealthy_Sensitive,100.0
2011,11,12,12,-8,16.0,1018.0,33.97,0,0,3,1,0,1,0,0,24.0,34581.46,0,1,3,Good,34.0
2014,8,22,8,19,24.0,1009.0,1.79,0,0,2,1,1,0,0,0,5.0,1806.11,0,0,5,Good,23.0
2013,2,4,21,-12,-3.0,1029.0,11.62,0,0,0,3,0,0,1,0,9.0,11956.98,0,1,2,Good,32.0
2011,7,13,5,22,24.0,1006.0,25.04,0,0,2,0,0,0,1,0,2.0,25190.24,0,0,1,Unhealthy_Sensitive,89.0
2011,6,26,6,15,20.0,1007.0,13.85,0,0,2,0,0,1,0,0,5.0,13946.95,0,0,0,Moderate,56.0
2011,12,11,12,-10,10.0,1026.0,7.15,0,0,0,1,0,1,0,0,20.0,7335.900000000001,0,1,2,Moderate,46.0
2011,12,14,14,-19,1.0,1033.0,52.09,0,0,0,2,0,1,0,0,20.0,53808.97,0,1,3,Good,17.0
2014,10,12,7,-4,16.0,1031.0,16.1,0,0,3,1,0,1,0,0,20.0,16599.100000000002,0,0,0,Good,7.0
2011,12,29,10,-12,-5.0,1040.0,18.78,0,0,0,1,0,0,1,0,7.0,19531.2,0,1,2,Moderate,46.0
2013,7,2,10,17,29.0,996.0,43.36,0,0,2,1,0,1,0,0,12.0,43186.56,0,0,0,Good,16.0
2013,4,30,22,-10,19.0,1015.0,1.79,0,0,1,3,0,0,1,0,29.0,1816.85,0,0,1,Moderate,40.0
2013,12,20,4,-18,-10.0,1033.0,6.26,0,0,0,0,0,1,0,0,8.0,6466.58,0,1,2,Good,17.0
2013,1,17,21,-12,-1.0,1035.0,18.78,0,0,0,3,0,0,1,0,11.0,19437.300000000003,0,1,2,Very_Unhealthy,167.0
2010,9,30,0,9,10.0,1019.0,0.89,0,0,3,0,0,0,1,0,1.0,906.91,0,0,1,Moderate,72.0
2012,10,16,12,4,15.0,1017.0,32.19,0,0,3,1,0,1,0,0,11.0,32737.23,0,0,0,Moderate,72.0
2013,5,8,10,10,22.0,1015.0,9.39,0,0,1,1,0,0,1,0,12.0,9530.85,0,0,1,Unhealthy,126.0
2013,10,11,6,3,8.0,1016.0,0.89,0,0,3,0,0,0,0,1,5.0,904.24,0,0,4,Good,25.0
2014,7,1,8,19,27.0,1006.0,3.13,0,0,2,1,0,0,1,0,8.0,3148.78,0,0,1,Unhealthy_Sensitive,108.0
2010,6,21,8,13,24.0,1006.0,1.79,0,0,2,1,0,0,1,0,11.0,1800.74,0,0,1,Moderate,59.0
2012,12,9,5,-25,-8.0,1027.0,52.09,0,0,0,0,0,1,0,0,17.0,53496.43,0,1,3,Good,13.0
2014,1,19,16,-9,3.0,1020.0,6.71,0,0,0,2,0,0,1,0,12.0,6844.2,0,1,2,Very_Unhealthy,203.0
2014,7,26,13,19,34.0,1008.0,3.58,0,0,2,2,0,0,0,1,15.0,3608.64,0,0,4,Unhealthy_Sensitive,80.0
2010,6,16,16,19,30.0,998.0,19.68,0,0,2,2,0,0,1,0,11.0,19640.64,0,0,1,Unhealthy,133.0
2010,10,29,0,2,4.0,1028.0,1.79,0,0,3,0,0,1,0,0,2.0,1840.12,0,0,0,Moderate,47.0
2013,1,19,20,-9,0.0,1031.0,2.68,0,0,0,3,0,0,1,0,9.0,2763.0800000000004,0,1,2,Unhealthy_Sensitive,115.0
2013,6,2,8,16,20.0,1006.0,10.28,0,0,2,1,0,0,1,0,4.0,10341.679999999998,0,0,1,Very_Unhealthy,220.0
2014,9,14,1,16,19.0,1014.0,0.89,0,0,3,0,0,0,1,0,3.0,902.46,0,0,1,Moderate,71.0
2011,8,17,6,22,22.0,1006.0,0.89,0,0,2,0,1,0,0,0,0.0,895.34,0,0,5,Moderate,74.0
2010,7,6,5,12,23.0,1001.0,0.89,0,0,2,0,1,0,0,0,11.0,890.89,0,0,5,Good,28.0
2014,10,12,20,-1,13.0,1030.0,29.96,0,0,3,3,0,1,0,0,14.0,30858.8,0,0,0,Good,13.0
2014,10,8,13,12,19.0,1019.0,0.89,0,0,3,2,0,0,0,1,7.0,906.91,0,0,4,Hazardous,266.0
2011,6,18,22,21,25.0,1007.0,33.97,0,0,2,3,0,0,1,0,4.0,34207.79,0,0,1,Very_Unhealthy,245.0
2012,12,12,14,-3,-2.0,1027.0,44.72,0,0,0,2,0,0,1,0,1.0,45927.44,0,1,3,Unhealthy_Sensitive,110.0
2010,5,20,22,5,25.0,1006.0,43.8,0,0,1,3,0,0,1,0,20.0,44062.8,0,0,1,Moderate,68.0
2012,10,12,17,6,11.0,1014.0,16.02,0,0,3,2,0,0,0,1,5.0,16244.28,0,0,4,Very_Unhealthy,156.0
2010,12,23,2,-14,-2.0,1030.0,4.02,0,0,0,0,1,0,0,0,12.0,4140.599999999999,0,1,5,Good,10.0
2011,6,29,12,22,28.0,1005.0,10.29,0,0,2,1,0,0,1,0,6.0,10341.45,0,0,1,Very_Unhealthy,232.0
2010,7,4,3,21,27.0,1000.0,1.79,0,0,2,0,1,0,0,0,6.0,1790.0,0,0,5,Very_Unhealthy,153.0
2011,6,27,5,18,20.0,999.0,0.89,0,0,2,0,1,0,0,0,2.0,889.11,0,0,5,Moderate,49.0
2013,8,2,17,21,30.0,1005.0,9.84,0,0,2,2,0,0,1,0,9.0,9889.2,0,0,1,Unhealthy_Sensitive,107.0
2010,8,4,13,22,23.0,1004.0,13.85,0,0,2,2,0,1,0,0,1.0,13905.4,0,0,0,Unhealthy_Sensitive,86.0
2010,7,7,7,15,27.0,1004.0,1.79,0,0,2,1,0,0,1,0,12.0,1797.16,0,0,1,Moderate,46.0
2014,7,16,6,21,24.0,1004.0,0.89,0,0,2,0,0,0,0,1,3.0,893.5600000000001,0,0,4,Unhealthy_Sensitive,85.0
2012,9,2,22,15,18.0,1011.0,16.09,0,0,3,3,0,1,0,0,3.0,16266.99,0,0,0,Good,18.0
